cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,747,1529.99%,4589.98,1y 71d 7h 8m,1y 71d 7h 8m
ETHUSDT Perpetual,396,1501.63%,4504.92,1y 71d 7h 29m,1y 71d 7h 29m
ADAUSDT Perpetual,1550,1304.31%,156.52,78d 6h 2m,78d 6h 2m
BAKEUSDT Perpetual,124,1268.20%,126.82,64d 22h 14m,64d 22h 14m
ETHUSDT Perpetual,22,1202.57%,2970.36,1y 70d 13h 41m,1y 70d 13h 41m
ETHUSDT Perpetual,1,1031.23%,2804.95,1y 69d 22h 42m,1y 69d 22h 42m
DOGEUSDT Perpetual,158,1029.12%,179.07,1y 16d 22h 33m,1y 16d 22h 33m
UNFIUSDT Perpetual,145,1023.17%,204.64,45d 3h 27m,45d 3h 27m
CHZUSDT Perpetual,35,1020.19%,2605.06,1y 44d 21h 29m,1y 44d 21h 29m
TRXUSDT Perpetual,75,904.31%,189.91,171d 7h 16m,171d 7h 16m
ALICEUSDT Perpetual,24,819.16%,737.25,1y 7h 51m,1y 7h 51m
XMRUSDT Perpetual,3,815.63%,1631.27,1y 41d 1h 46m,1y 41d 1h 46m
XMRUSDT Perpetual,15,811.64%,4869.84,174d 9h 27m,174d 9h 27m
ANKRUSDT Perpetual,20,790.52%,79.05,336d 16h 51m,336d 16h 51m
UNIUSDT Perpetual,0,667.23%,2088.43,1y 43d 21h 16m,1y 43d 21h 16m
MATICUSDT Perpetual,9,628.70%,43.32,58d 18h 22m,58d 18h 22m
BTCUSDT Perpetual,22,617.17%,409.31,45d 13h 41m,45d 13h 41m
APEUSDT Perpetual,2,547.67%,273.84,73d 3h 36m,73d 3h 36m
DOTUSDT Perpetual,3,506.85%,77.30,36d 19h 12m,36d 19h 12m
LTCUSDT Perpetual,4,506.70%,1515.03,1y 43d 21h 13m,1y 43d 21h 13m
CRVUSDT Perpetual,3,502.72%,235.28,46d 23h 13m,46d 23h 13m
DOTUSDT Perpetual,4,502.13%,1516.45,78d 23h 17m,78d 23h 17m
ANTUSDT Perpetual,1,495.12%,74.27,43d 6h 26m,43d 6h 26m
BTCUSDT Perpetual,5,465.56%,232.78,1y 102d 18h 23m,1y 102d 18h 23m
ZECUSDT Perpetual,2,442.35%,221.18,155d 9h 42m,155d 9h 42m
