cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,427,1444.06%,4332.20,1y 56d 23h 6m,1y 56d 23h 6m
ADAUSDT Perpetual,838,1378.96%,165.48,63d 22h,63d 22h
ETHUSDT Perpetual,193,1321.19%,3963.57,1y 56d 23h 27m,1y 56d 23h 27m
DOGEUSDT Perpetual,72,1025.53%,178.44,1y 2d 14h 31m,1y 2d 14h 31m
CHZUSDT Perpetual,17,962.15%,2456.87,1y 30d 13h 27m,1y 30d 13h 27m
BAKEUSDT Perpetual,17,898.78%,89.88,50d 14h 11m,50d 14h 11m
ETHUSDT Perpetual,0,889.14%,2196.20,1y 56d 5h 39m,1y 56d 5h 39m
TRXUSDT Perpetual,51,883.50%,185.54,156d 23h 14m,156d 23h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 23h 49m,350d 23h 49m
ANKRUSDT Perpetual,11,774.25%,77.43,322d 8h 48m,322d 8h 48m
UNFIUSDT Perpetual,65,771.13%,154.23,30d 19h 25m,30d 19h 25m
ETHUSDT Perpetual,0,765.20%,2081.36,1y 55d 14h 40m,1y 55d 14h 40m
XMRUSDT Perpetual,7,732.18%,4393.12,160d 1h 25m,160d 1h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 7h 11m,1y 34d 7h 11m
XMRUSDT Perpetual,0,626.82%,1253.66,1y 26d 17h 44m,1y 26d 17h 44m
MATICUSDT Perpetual,1,607.45%,41.85,44d 10h 20m,44d 10h 20m
API3USDT Perpetual,19,589.94%,117.99,39d 11h 45m,39d 11h 45m
UNIUSDT Perpetual,0,533.09%,1668.59,1y 29d 13h 13m,1y 29d 13h 13m
BTCUSDT Perpetual,5,509.09%,137.46,23d 5h 20m,23d 5h 20m
BTCUSDT Perpetual,10,507.26%,136.96,23d 5h 20m,23d 5h 20m
CRVUSDT Perpetual,0,502.72%,235.28,32d 15h 11m,32d 15h 11m
GMTUSDT Perpetual,8,478.36%,28.70,18d 19h 9m,18d 19h 9m
BTCUSDT Perpetual,4,446.82%,223.41,1y 88d 10h 21m,1y 88d 10h 21m
LTCUSDT Perpetual,1,444.73%,1329.75,1y 29d 13h 11m,1y 29d 13h 11m
PEOPLEUSDT Perpetual,10,412.72%,34.13,44d 17h 8m,44d 17h 8m
ZECUSDT Perpetual,0,410.72%,205.36,141d 1h 40m,141d 1h 40m
KNCUSDT Perpetual,3,396.87%,396.87,23d 5h 4m,23d 5h 4m
ZRXUSDT Perpetual,8,384.62%,19.23,17d 9h 27m,17d 9h 27m
BTCUSDT Perpetual,7,381.24%,252.84,31d 5h 39m,31d 5h 39m
BTCUSDT Perpetual,1,372.47%,39.63,20d 23h 11m,20d 23h 11m
ADAUSDT Perpetual,1,365.29%,24.62,64d 10m,64d 10m
KNCUSDT Perpetual,0,361.40%,903.51,1y 70d 22h 46m,1y 70d 22h 46m
LTCUSDT Perpetual,0,360.53%,93.27,247d 8h 34m,247d 8h 34m
LINKUSDT Perpetual,1,357.07%,288.51,63d 16h 9m,63d 16h 9m
BLZUSDT Perpetual,0,352.43%,105.73,155d 12h 59m,155d 12h 59m
ETHUSDT Perpetual,0,331.13%,29.80,20d 15h 46m,20d 15h 46m
APEUSDT Perpetual,0,327.78%,32.78,16d 21h 52m,16d 21h 52m
EOSUSDT Perpetual,0,321.48%,642.97,32d 4h 52m,32d 4h 52m
ETHUSDT Perpetual,2,321.13%,51.38,19d 22h 9m,19d 22h 9m
TRXUSDT Perpetual,2,318.34%,407.48,178d 20h 53m,178d 20h 53m
TRXUSDT Perpetual,0,312.44%,156.22,104d 13h 41m,104d 13h 41m
ARUSDT Perpetual,0,311.16%,280.05,141d 1h 44m,141d 1h 44m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 11h 38m,239d 11h 38m
