cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,406,1415.33%,4246.02,1y 55d 10h 6m,1y 55d 10h 6m
ADAUSDT Perpetual,773,1386.34%,166.36,62d 9h,62d 9h
ETHUSDT Perpetual,181,1260.16%,3780.49,1y 55d 10h 27m,1y 55d 10h 27m
DOGEUSDT Perpetual,66,1024.20%,178.21,1y 1d 1h 31m,1y 1d 1h 31m
CHZUSDT Perpetual,17,926.11%,2364.83,1y 29d 27m,1y 29d 27m
TRXUSDT Perpetual,50,873.99%,183.54,155d 10h 14m,155d 10h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 10h 49m,349d 10h 49m
ETHUSDT Perpetual,0,805.78%,1990.28,1y 54d 16h 39m,1y 54d 16h 39m
ANKRUSDT Perpetual,10,766.43%,76.64,320d 19h 48m,320d 19h 48m
ETHUSDT Perpetual,0,693.43%,1886.14,1y 54d 1h 40m,1y 54d 1h 40m
XMRUSDT Perpetual,6,687.78%,4126.72,158d 12h 25m,158d 12h 25m
API3USDT Perpetual,19,644.87%,128.98,37d 22h 45m,37d 22h 45m
UNFIUSDT Perpetual,61,643.93%,128.79,29d 6h 25m,29d 6h 25m
BTCUSDT Perpetual,35,640.73%,44.85,1y 32d 18h 11m,1y 32d 18h 11m
BAKEUSDT Perpetual,15,601.57%,60.16,49d 1h 11m,49d 1h 11m
XMRUSDT Perpetual,0,536.67%,1073.34,1y 25d 4h 44m,1y 25d 4h 44m
CRVUSDT Perpetual,0,502.72%,235.28,31d 2h 11m,31d 2h 11m
BTCUSDT Perpetual,3,440.58%,220.29,1y 86d 21h 21m,1y 86d 21h 21m
LTCUSDT Perpetual,1,422.23%,1262.48,1y 28d 11m,1y 28d 11m
UNIUSDT Perpetual,0,413.10%,1293.03,1y 28d 13m,1y 28d 13m
BTCUSDT Perpetual,7,406.49%,109.75,21d 16h 20m,21d 16h 20m
BTCUSDT Perpetual,3,400.79%,108.21,21d 16h 20m,21d 16h 20m
PEOPLEUSDT Perpetual,9,396.08%,32.76,43d 4h 8m,43d 4h 8m
ZECUSDT Perpetual,0,380.82%,190.41,139d 12h 40m,139d 12h 40m
DUSKUSDT Perpetual,5,380.29%,22.44,30d 4h 52m,30d 4h 52m
LTCUSDT Perpetual,0,360.53%,93.27,245d 19h 34m,245d 19h 34m
ADAUSDT Perpetual,1,354.44%,23.89,62d 11h 10m,62d 11h 10m
KNCUSDT Perpetual,0,344.30%,860.77,1y 69d 9h 46m,1y 69d 9h 46m
ETHUSDT Perpetual,8,331.60%,47.32,30d 4h 30m,30d 4h 30m
LINKUSDT Perpetual,1,327.28%,264.44,62d 3h 9m,62d 3h 9m
BLZUSDT Perpetual,0,313.77%,94.13,153d 23h 59m,153d 23h 59m
ETHBUSD Perpetual,16,312.30%,377.89,27d 4h 16m,27d 4h 16m
