cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1833,925.54%,8136.01,66d 21h 53m
GMT/BUSD,29,691.11%,672.75,76d 19h 29m
GMT/BUSD,9,591.90%,596.80,75d 6h 10m
GMT/BUSD,7,474.77%,508.64,75d 2h 6m
GMT/BUSD,5,337.79%,543.98,73d 4h 17m
GMT/BUSD,1,329.93%,637.80,99d 21h 56m
GMT/BUSD,1,320.14%,428.47,66d 3h 48m
GMT/BUSD,8,314.63%,11096.61,82d 20h 38m
GMT/BUSD,1,305.71%,1486.26,100d 5h 26m
GMT/BUSD,9,300.88%,1080.93,69d 6h 26m
GMT/BUSD,2,250.25%,831.04,69d 17h 28m
GMT/BUSD,2,246.49%,466.73,70d 8m
GMT/BUSD,0,245.13%,657.54,71d 22h 29m
GMT/BUSD,0,241.10%,474.45,71d 17h 7m
GMT/BUSD,0,230.90%,869.41,75d 23h 15m
GMT/BUSD,1,199.77%,346.36,63d 15h 12m
GMT/BUSD,0,176.55%,407.03,100d 14h 52m
GMT/BUSD,2,167.97%,739.17,61d 19h 10m
ANC/USDT,65,129.37%,53.51,71d 21h 51m
GMT/BUSD,0,124.20%,327.39,89d 15h 11m
GMT/BUSD,0,117.90%,396.89,88d 6h 50m
GMT/BUSD,0,112.11%,603.50,96d 22h 31m
GMT/BUSD,0,111.12%,587.07,99d 21h 59m
MATIC/USDT,13,105.06%,1884.75,44d 15h 34m
GMT/BUSD,0,103.16%,416.67,88d 11h 43m
UMA/BUSD,3,101.08%,297.52,78d 13h 41m
GMT/BUSD,0,100.13%,281.37,92d 1h 35m
MATIC/USDT,3,93.57%,546.76,28d 18h 54m
TCT/BTC,8,93.41%,40.54,75d 22h 50m
CVX/BUSD,0,93.05%,3601.80,42d 16h
DYDX/USDT,2,92.62%,833.33,41d 20h 14m
ANC/BNB,10,87.69%,92.83,73d 22h 15m
GMT/BUSD,0,87.62%,485.05,85d 19h 6m
GMT/BUSD,0,87.38%,426.76,90d 23h 10m
GMT/BUSD,2,84.55%,69.70,90d 11h 21m
FORTH/BUSD,1,84.38%,97.78,60d 8h 55m
ETC/USDT,33,79.27%,7227.85,40d 22h 24m
GMT/BUSD,0,77.49%,1346.55,93d 13h 23m
PEOPLE/USDT,4,75.27%,109.73,76d 20h 48m
OG/USDT,3,74.92%,1060.37,65d 16h 17m
ETH/USDT,299,73.95%,76217.99,40d 11h 51m
FORTH/BUSD,0,72.63%,79.66,73d 17h 39m
GMT/BUSD,1,70.68%,94.62,40d 21h 38m
KP3R/USDT,3,70.55%,78.58,76d 15h 20m
